duration_seconds,packet_count,total_bytes,bytes_per_sec,packets_per_sec,syn_count,ack_count,fin_count,rst_count,syn_ack_ratio,rst_ratio,attack_type,Label
0.000182,4.0,308.0,1.6923078e+06,21978.021,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
100.00584,13.0,11909.0,119.08305,0.12999243,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
84.941315,14.0,11961.0,140.81487,0.16481967,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.00025,4.0,480.0,1.92e+06,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.853935,10.0,11962.0,121.00681,0.10115935,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.042423,5.0,517.0,12186.785,117.860596,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000173,4.0,344.0,1.9884392e+06,23121.387,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.02205,12.0,11987.0,140.98695,0.14113985,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.022981,2.0,0.0,0.0,87.02841,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
4.838794,6.0,181.0,37.406013,1.2399784,1.0,1.0,0.0,0.0,0.5,0.0,BENIGN,0
50.862225,25.0,5625.0,110.59288,0.49152392,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.051597,4.0,182.0,3527.337,77.52389,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.72091,12.0,11921.0,120.75456,0.1215548,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000975,2.0,0.0,0.0,2051.282,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
8.999093,13.0,1828.0,203.13158,1.44459,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000197,4.0,176.0,893401.0,20304.568,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.030779,2.0,106.0,3443.9065,64.97937,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
5e-06,2.0,0.0,0.0,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
1e-06,2.0,0.0,0.0,2e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.030955,2.0,120.0,3876.595,64.60992,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
15.936515,4.0,248.0,15.561746,0.2509959,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.49494,14.0,11949.0,121.31588,0.14213929,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
70.88601,4.0,460.0,6.4892917,0.056428622,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
112.54933,54.0,15218.0,135.21182,0.4797896,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.47522,13.0,11949.0,139.7949,0.15209086,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,12.0,4e+06,666666.7,0.0,0.0,1.0,0.0,0.0,0.0,BENIGN,0
100.36784,14.0,11950.0,119.06204,0.13948691,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
52.28376,4.0,437.0,8.358236,0.076505594,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.42964,14.0,11972.0,121.63003,0.14223358,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5.4e-05,3.0,12.0,222222.22,55555.555,0.0,0.0,1.0,0.0,0.0,0.0,BENIGN,0
9.6e-05,2.0,12.0,125000.0,20833.334,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
85.09392,12.0,11965.0,140.60934,0.14102066,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
1.733956,20.0,4653.0,2683.459,11.534318,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.004037,2.0,0.0,0.0,495.4174,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
60.561874,28.0,19271.0,318.2035,0.46233708,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
99.22248,12.0,11900.0,119.932495,0.12094033,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.061233,4.0,184.0,3004.9158,65.32426,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
10.53805,13.0,12059.0,1144.3293,1.2336248,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
0.019015,3.0,12.0,631.08075,157.77019,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
1.5e-05,2.0,0.0,0.0,133333.33,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.129119,4.0,254.0,1967.1776,30.979174,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
110.82453,49.0,14411.0,130.0344,0.4421404,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.091282,4.0,498.0,5455.621,43.820248,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
116.16289,42.0,7695.0,66.24319,0.36156127,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
5.493646,4.0,0.0,0.0,0.7281139,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.02379,2.0,124.0,5212.274,84.06894,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.015849,3.0,286.0,18045.303,189.28639,1.0,1.0,0.0,0.0,0.5,0.0,BENIGN,0
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
85.22122,14.0,12013.0,140.96254,0.16427833,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
117.17868,5.0,0.0,0.0,0.042669877,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
98.737915,11.0,12009.0,121.62501,0.111406036,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.015497,3.0,43.0,2774.7307,193.58586,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
10.024753,113.0,122501.0,12219.853,11.272099,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.037083,2.0,191.0,5150.608,53.933067,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000246,4.0,250.0,1.0162602e+06,16260.163,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.443535,11.0,11943.0,121.31828,0.11173919,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.033096,6.0,35.0,1057.5297,181.29079,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.02407,4.0,320.0,13294.558,166.18198,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
101.8209,14.0,12009.0,117.94238,0.13749632,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
99.38365,13.0,12273.0,123.49114,0.13080622,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
4e-06,2.0,12.0,3e+06,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000337,4.0,624.0,1.851632e+06,11869.437,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.107925,8.0,492.0,4558.721,74.12555,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4.9e-05,2.0,31.0,632653.06,40816.33,1.0,1.0,0.0,0.0,0.5,0.0,BENIGN,0
1e-06,2.0,0.0,0.0,2e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
1e-06,2.0,0.0,0.0,2e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.016191,4.0,12.0,741.15247,247.05083,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.000152,4.0,152.0,1e+06,26315.79,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
86.14356,12.0,11896.0,138.09505,0.13930234,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
98.8667,11.0,11966.0,121.031654,0.11126093,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
86.1077,14.0,11974.0,139.05843,0.16258709,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000161,4.0,160.0,993788.8,24844.72,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
60.38807,30.0,6464.0,107.04101,0.49678686,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.083284,4.0,330.0,3962.3457,48.02843,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
86.01911,13.0,11968.0,139.13187,0.1511292,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.655217,19.0,7105.0,10843.735,28.998026,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.023156,2.0,126.0,5441.3545,86.370705,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.047101,4.0,304.0,6454.2153,84.92389,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.03151,8.0,304.0,9647.73,253.88765,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
82.69996,15.0,11947.0,144.46199,0.18137857,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
118.87803,38.0,6610.0,55.60321,0.31965536,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4.289653,12.0,4598.0,1071.8816,2.797429,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
1e-06,2.0,0.0,0.0,2e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000983,2.0,0.0,0.0,2034.588,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
86.56566,15.0,11929.0,137.80292,0.17327888,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
67.61349,21.0,2399.0,35.481087,0.31058893,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.924805,13.0,11951.0,139.08673,0.15129508,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.036289,3.0,0.0,0.0,82.66968,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
7e-05,2.0,0.0,0.0,28571.428,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
21.263088,22.0,8046.0,378.40222,1.0346569,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.69848,14.0,11918.0,120.75161,0.14184617,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.192206,3.0,0.0,0.0,15.6082535,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
60.0484,8.0,1895.0,31.557877,0.13322587,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.00023,4.0,348.0,1.5130435e+06,17391.305,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.487076,12.0,11960.0,139.90419,0.1403721,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
97.51572,14.0,11945.0,122.49308,0.14356661,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
10.157232,77.0,74865.0,7370.6104,7.5808053,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.076129,2.0,163.0,2141.1025,26.271198,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.023361,2.0,118.0,5051.154,85.61277,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.083099,2.0,219.0,2635.411,24.067678,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
67.52736,12.0,11920.0,176.52104,0.17770575,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.060991,4.0,308.0,5049.9253,65.58345,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
5.794675,16.0,5500.0,949.1473,2.7611556,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4.2e-05,2.0,12.0,285714.28,47619.047,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.048121,2.0,172.0,3574.323,41.561897,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
97.603355,13.0,11954.0,122.475296,0.13319214,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
85.468796,13.0,11969.0,140.03941,0.15210229,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
83.01734,14.0,11985.0,144.36742,0.16863945,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
11.867388,55.0,4753.0,400.50937,4.6345496,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,1
1e-06,2.0,12.0,1.2e+07,2e+06,0.0,0.0,1.0,0.0,0.0,0.0,BENIGN,0
2.494009,18.0,5596.0,2243.777,7.2172956,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4e-06,3.0,37.0,9.25e+06,750000.0,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
4e-06,2.0,14.0,3.5e+06,500000.0,1.0,1.0,0.0,0.0,0.5,0.0,FTP-Patator,1
83.86921,15.0,11902.0,141.91144,0.1788499,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
7.3e-05,2.0,12.0,164383.56,27397.26,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.002987,5.0,0.0,0.0,1673.9203,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000137,4.0,168.0,1.2262774e+06,29197.08,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
7e-06,2.0,0.0,0.0,285714.28,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
98.42076,13.0,11935.0,121.26507,0.13208595,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.08292,4.0,286.0,3449.1077,48.239265,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000133,2.0,0.0,0.0,15037.594,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
86.261925,14.0,12008.0,139.20395,0.1622964,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
3.017552,2.0,0.0,0.0,0.6627889,0.0,1.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
12.612494,54.0,4753.0,376.84854,4.281469,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,1
5.440941,19.0,3412.0,627.0974,3.492043,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
99.31177,13.0,11925.0,120.0764,0.1309009,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
99.5619,18.0,13271.0,133.29396,0.18079205,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5.012329,10.0,3913.0,780.675,1.9950805,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
0.031223,4.0,230.0,7366.3647,128.11069,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
2e-06,2.0,0.0,0.0,1e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
60.73303,27.0,4880.0,80.35167,0.44456866,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
2.101684,4.0,12.0,5.7097073,1.9032357,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.035532,9.0,11932.0,335809.97,253.2928,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5e-06,2.0,12.0,2.4e+06,400000.0,0.0,0.0,1.0,0.0,0.0,0.0,BENIGN,0
0.000158,4.0,320.0,2.0253165e+06,25316.455,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.030505,2.0,178.0,5835.109,65.56302,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
100.031555,12.0,11913.0,119.092415,0.11996214,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5e-06,2.0,0.0,0.0,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5.2e-05,2.0,12.0,230769.23,38461.54,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.228259,4.0,330.0,1445.7261,17.523952,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.05322,13.0,11939.0,140.37093,0.15284547,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
116.23923,43.0,7728.0,66.48358,0.36992675,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
116.74112,14.0,11997.0,102.76585,0.119923465,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
115.441154,40.0,9126.0,79.05326,0.34649688,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.91241,16.0,11945.0,139.03697,0.1862362,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000184,4.0,260.0,1.4130435e+06,21739.13,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
11.540626,11.0,11949.0,1035.3857,0.9531545,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
1e-06,2.0,0.0,0.0,2e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.003239,2.0,0.0,0.0,617.47455,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
98.580956,14.0,11987.0,121.59549,0.14201526,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
98.432846,13.0,11930.0,121.19938,0.13206974,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.001997,5.0,6.0,3004.5068,2503.7556,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.032216,2.0,0.0,0.0,62.08095,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
3.3e-05,2.0,12.0,363636.38,60606.062,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.997037,2.0,0.0,0.0,2.0059435,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.103158,5.0,18.0,174.48962,48.469337,0.0,0.0,1.0,0.0,0.0,0.0,BENIGN,0
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
62.125923,30.0,6757.0,108.76297,0.48289022,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.865841,20.0,4653.0,5373.966,23.098928,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000943,3.0,0.0,0.0,3181.3362,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
101.393814,15.0,12355.0,121.85161,0.14793801,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.067641,4.0,420.0,6209.252,59.13573,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.13327,14.0,11960.0,140.48561,0.16444804,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
86.02744,15.0,12011.0,139.61824,0.17436297,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
115.957016,14.0,11907.0,102.6846,0.12073439,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
102.68534,17.0,2547.0,24.80393,0.1655543,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris,1
1.079426,14.0,4213.0,3903.0002,12.969856,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.82168,13.0,11945.0,120.87429,0.13155009,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000977,2.0,0.0,0.0,2047.0829,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
112.43482,31.0,2552.0,22.697596,0.2757153,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.060928,4.0,320.0,5252.101,65.65126,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
2e-06,2.0,0.0,0.0,1e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
1e-06,2.0,0.0,0.0,2e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
85.4691,12.0,11931.0,139.59431,0.14040162,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.88008,4.0,0.0,0.0,4.5450416,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000187,2.0,12.0,64171.12,10695.1875,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
3e-06,2.0,0.0,0.0,666666.7,0.0,0.0,1.0,0.0,0.0,0.0,BENIGN,0
0.000212,3.0,14.0,66037.734,14150.943,1.0,1.0,0.0,0.0,0.5,0.0,FTP-Patator,1
4e-06,2.0,31.0,7.75e+06,500000.0,1.0,1.0,0.0,0.0,0.5,0.0,BENIGN,0
0.061368,6.0,386.0,6289.923,97.77083,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
84.54415,13.0,11945.0,141.28712,0.15376581,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.134676,12.0,4623.0,34326.83,89.10274,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
100.54189,12.0,11970.0,119.05485,0.119353235,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5.255139,4.0,12.0,2.283479,0.7611597,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
68.29857,16.0,11920.0,174.52782,0.23426554,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5.005508,14.0,11964.0,2390.167,2.7969189,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.124643,9.0,11910.0,95552.9,72.20622,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1
16.58334,14.0,12058.0,727.11536,0.8442208,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.038058,5.0,867.0,22781.018,131.37842,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.377014,11.0,11973.0,140.23682,0.1288403,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
9.3e-05,2.0,0.0,0.0,21505.377,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
67.40153,13.0,11938.0,177.11765,0.19287397,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.000224,4.0,288.0,1.2857142e+06,17857.143,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.32109,10.0,11947.0,121.51004,0.10170758,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
4.081105,61.0,33800.0,8282.07,14.946932,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
16.050026,10.0,11947.0,744.36017,0.62305194,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000259,2.0,0.0,0.0,7722.008,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
5.8e-05,2.0,0.0,0.0,34482.758,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
84.09502,12.0,11989.0,142.56493,0.14269574,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
3.6e-05,2.0,12.0,333333.34,55555.555,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.001018,2.0,0.0,0.0,1964.6366,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.047694,7.0,1311.0,27487.734,146.76898,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.020729,2.0,120.0,5788.991,96.483185,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.311323,15.0,3910.0,12559.304,48.18147,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
108.90696,7.0,358.0,3.2872095,0.06427505,0.0,0.0,0.0,0.0,0.0,0.0,DoS Slowhttptest,1
74.411415,235.0,324167.0,4356.415,3.1581175,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000199,4.0,288.0,1.4472361e+06,20100.502,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.30143,24.0,8324.0,27615.035,79.620476,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.139756,7.0,1298.0,9287.615,50.087296,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.031307,6.0,282.0,9007.57,191.65044,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.035134,3.0,38.0,1081.5734,85.387375,1.0,1.0,0.0,0.0,0.5,0.0,BENIGN,0
2e-06,2.0,0.0,0.0,1e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
2e-06,2.0,0.0,0.0,1e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000109,2.0,12.0,110091.74,18348.623,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.059486,2.0,166.0,2790.5725,33.621357,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.031529,4.0,272.0,8626.979,126.867325,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.58703,12.0,11969.0,121.405426,0.12171987,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
7.5e-05,2.0,0.0,0.0,26666.666,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
98.74661,11.0,12015.0,121.675064,0.11139623,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
3.138361,6.0,0.0,0.0,1.9118259,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
119.02336,36.0,4374.0,36.74909,0.30246162,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.001094,2.0,258.0,235831.81,1828.1536,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
97.71386,13.0,12007.0,122.87919,0.13304152,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
9e-05,2.0,12.0,133333.33,22222.223,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
98.78785,15.0,11959.0,121.057396,0.15184054,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5e-06,4.0,6.0,1.2e+06,800000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,12.0,4e+06,666666.7,0.0,0.0,1.0,0.0,0.0,0.0,BENIGN,0
115.37194,30.0,687.0,5.954654,0.26002857,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.003951,6.0,0.0,0.0,1518.6029,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
99.80986,15.0,12295.0,123.18422,0.15028575,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
115.5235,45.0,6455.0,55.87608,0.38953114,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
97.79062,10.0,11968.0,122.38393,0.1022593,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
